timestamp,backend_cpu_pct,backend_rss_kb,jmeter_cpu_pct,jmeter_rss_kb
2026-08-12T17:06:47+0700,,0.0,546624
2026-08-12T17:06:48+0700,,0.0,546320
2026-08-12T17:06:49+0700,,0.0,546224
2026-08-12T17:06:50+0700,,0.0,546144
2026-08-12T17:06:51+0700,,0.0,546144
2026-08-12T17:06:52+0700,,0.0,546144
2026-08-12T17:06:53+0700,,0.0,546144
2026-08-12T17:06:54+0700,,0.0,546144
2026-08-12T17:06:55+0700,,0.0,546144
2026-08-12T17:06:56+0700,,0.0,546144
2026-08-12T17:06:57+0700,,0.0,546144
2026-08-12T17:06:59+0700,,0.0,546144
2026-08-12T17:07:00+0700,,0.0,546160
2026-08-12T17:07:01+0700,,0.0,546160
2026-08-12T17:07:02+0700,,0.0,546160
2026-08-12T17:07:03+0700,,0.0,546160
2026-08-12T17:07:04+0700,,0.0,546160
2026-08-12T17:07:05+0700,,0.0,546160
2026-08-12T17:07:06+0700,,0.0,546160
2026-08-12T17:07:07+0700,,0.0,546160
2026-08-12T17:07:08+0700,,0.0,546160
2026-08-12T17:07:09+0700,,0.0,546160
2026-08-12T17:07:10+0700,,0.0,546160
2026-08-12T17:07:11+0700,,0.0,546160
2026-08-12T17:07:12+0700,,0.0,546160
2026-08-12T17:07:13+0700,,0.0,546160
2026-08-12T17:07:14+0700,,0.0,546160
2026-08-12T17:07:15+0700,,0.0,546160
2026-08-12T17:07:17+0700,,0.0,546160
2026-08-12T17:07:18+0700,,0.0,546160
2026-08-12T17:07:19+0700,,0.0,546160
2026-08-12T17:07:20+0700,,0.0,546160
2026-08-12T17:07:21+0700,,0.0,546160
2026-08-12T17:07:22+0700,,0.0,546160
2026-08-12T17:07:23+0700,,0.0,546160
2026-08-12T17:07:24+0700,,0.1,546160
2026-08-12T17:07:25+0700,,0.0,546176
2026-08-12T17:07:26+0700,,0.0,545632
2026-08-12T17:07:27+0700,,0.0,545632
2026-08-12T17:07:28+0700,,0.0,545360
2026-08-12T17:07:29+0700,,0.0,545360
2026-08-12T17:07:30+0700,,0.0,545264
2026-08-12T17:07:31+0700,,0.0,545264
2026-08-12T17:07:32+0700,,0.0,545264
2026-08-12T17:07:33+0700,,0.0,545264
2026-08-12T17:07:34+0700,,0.0,545264
2026-08-12T17:07:35+0700,,0.0,545264
2026-08-12T17:07:37+0700,,0.0,545264
2026-08-12T17:07:38+0700,,0.0,545264
2026-08-12T17:07:39+0700,,0.0,545088
2026-08-12T17:07:40+0700,,0.0,545040
2026-08-12T17:07:41+0700,,0.0,545040
2026-08-12T17:07:42+0700,,0.0,545040
2026-08-12T17:07:43+0700,,0.0,545040
2026-08-12T17:07:44+0700,,0.0,545040
2026-08-12T17:07:45+0700,,0.0,545040
2026-08-12T17:07:46+0700,,0.0,545040
2026-08-12T17:07:47+0700,,0.0,545040
2026-08-12T17:07:48+0700,,0.0,545040
2026-08-12T17:07:49+0700,,0.0,545040
2026-08-12T17:07:50+0700,,0.0,545040
2026-08-12T17:07:51+0700,,0.0,545040
2026-08-12T17:07:52+0700,,0.0,545040
2026-08-12T17:07:53+0700,,0.0,545040
2026-08-12T17:07:54+0700,,0.0,545040
2026-08-12T17:07:56+0700,,0.0,545040
2026-08-12T17:07:57+0700,,0.0,545040
2026-08-12T17:07:58+0700,,0.0,545040
2026-08-12T17:07:59+0700,,0.0,545040
2026-08-12T17:08:00+0700,,0.0,545040
2026-08-12T17:08:01+0700,,0.0,545040
2026-08-12T17:08:02+0700,,0.0,545040
2026-08-12T17:08:03+0700,,0.0,545040
2026-08-12T17:08:04+0700,,0.0,545040
2026-08-12T17:08:05+0700,,0.0,545040
2026-08-12T17:08:06+0700,,0.0,545040
2026-08-12T17:08:07+0700,,0.0,545040
2026-08-12T17:08:08+0700,,0.0,545040
2026-08-12T17:08:09+0700,,0.0,545040
2026-08-12T17:08:10+0700,,0.0,545040
2026-08-12T17:08:11+0700,,0.0,545040
2026-08-12T17:08:12+0700,,0.0,545040
2026-08-12T17:08:13+0700,,0.0,545040
2026-08-12T17:08:14+0700,,0.0,545040
2026-08-12T17:08:16+0700,,0.0,545040
2026-08-12T17:08:17+0700,,0.0,545040
2026-08-12T17:08:18+0700,,0.0,545040
2026-08-12T17:08:19+0700,,0.0,545040
2026-08-12T17:08:20+0700,,0.0,545040
2026-08-12T17:08:21+0700,,0.0,545040
2026-08-12T17:08:22+0700,,0.0,545040
2026-08-12T17:08:23+0700,,0.0,545040
2026-08-12T17:08:24+0700,,0.0,545040
2026-08-12T17:08:25+0700,,0.0,545040
2026-08-12T17:08:26+0700,,0.0,545040
2026-08-12T17:08:27+0700,,0.0,545040
2026-08-12T17:08:28+0700,,0.0,545072
2026-08-12T17:08:29+0700,,0.0,545072
